Country	ISO3	ISO2	Continent	Region	Capital_Latitude_Deg	Capital_Longitude_Deg	Land_Area_SqKm	Population_2024_Ref_Millions	GDP_2024_Ref_USD_Billions	Population_Year_Millions	Year	Fossil_Share_Of_Energy_Index	Energy_Intensity_Index	Temperature_Anomaly_C	Annual_Mean_Temp_C	Summer_Mean_Temp_C	Winter_Mean_Temp_C	Annual_Max_Temp_C	Annual_Min_Temp_C	Heatwave_Days	Frost_Days	CO2_Emissions_Total_Mt	CO2_Per_Capita_Tons	Methane_Emissions_MtCO2e	N2O_Emissions_MtCO2e	CO2_Energy_Sector_Mt	CO2_Transportation_Mt	CO2_Industrial_Mt	CO2_Residential_Mt	Renewable_Energy_Share_Pct	Coal_Consumption_Mtoe	Oil_Consumption_Mtoe	Gas_Consumption_Mtoe	Electricity_Consumption_TWh	Solar_Installed_Capacity_GW	Wind_Installed_Capacity_GW	Hydropower_Installed_Capacity_GW	Forest_Area_Pct_Of_Land	Forest_Area_SqKm	Forest_Loss_Annual_SqKm	Deforestation_Rate_Pct_Per_Yr	Reforestation_Annual_SqKm	Tree_Cover_Net_Change_Pct_Per_Yr	Annual_Rainfall_mm	Drought_Index_0to100	Water_Avail_CumM3PerCapita	Freshwater_Withdrawal_Pct_Of_Avail	Groundwater_Level_Index	Crop_Yield_Index	Soil_Moisture_Pct	Irrigated_Area_Pct_Of_AgriLand	Agri_Emissions_MtCO2e	Food_Production_Index	Sea_Level_Rise_Cumulative_mm	Ocean_Heat_Content_Index	Ocean_pH	Coastal_Flood_Risk_Index_0to100	PM2_5_Annual_Mean_ug_m3	PM10_Annual_Mean_ug_m3	Air_Quality_Index	Ozone_Annual_Mean_ug_m3	NO2_Annual_Mean_ug_m3	Hurricanes	Cyclones	Flood_Events_Count	Wildfires	Landslides	Tornadoes	Storms	Drought_Events_Count	Endangered_Species_Count	Habitat_Loss_Index_0to100	Coral_Bleaching_Index_0to100	Wildlife_Population_Index	GDP_Current_USD_Billions	GDP_Loss_Climate_Pct	Climate_Damage_Cost_USD_Billions	Agricultural_Loss_USD_Billions	Disaster_Insurance_Loss_USD_Billions	Heat_Related_Deaths	Heat_Related_Deaths_Per_Million	Respiratory_Disease_Rate_Per100k	Climate_Displaced_Persons_Thousands	Food_Insecurity_Index_0to100	Climate_Policy_Score_0to100	Net_Zero_Target	Carbon_Tax_USD_Per_TonCO2	Protected_Area_Pct_Of_Land	Environmental_Performance_Index	SDG_Climate_Score_0to100	ESG_Score	Green_Investment_USD_Billions	Recycling_Rate_Pct
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	8.351	1991	0.529091851	0.226307113	0.013	22.05	25.45	18.9	30.9	13.48	23	8	0.036	4.262	0.672	0.211	0.017	0.007	0.01	0.002	6.03	1.903	3.096	2.828	12.55	0	0	0.073	34.8	39147.2	9.46	0.024	11.79	0.0021	1680.5	45.1	26347.4	14.1	102.1	86.6	36.2	27.8	0.222	66.5	2.73	-0.26	8.1003	5.8		16.37	36.1	17.16	15.44	0	0	1	3	0	1	1	0	150	2.9	2.8	96.5	12.207	1.353	0.165	0.0801		24.7	2.958	356.1	0.64	51.1	20	0	0	23.42	59.5	54.8	43.1	0	6.2
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	8.433	1992	0.529091851	0.226307113	0.071	21.82	25.63	18.74	31.57	11.53	23	1	0.036	4.337	0.673	0.21	0.016	0.007	0.01	0.004	8.56	2.012	3.457	2.472	14.82	0	0	0.082	36.73	41318.3	12.24	0.03	9.43	-0.0025	1840.7	31.1	26254.4	12.24	98	92.6	38.7	28	0.199	78.3	3.87	2.11	8.1019	16.1			55.6	22.55	6.64	0	0	1	1	0	0	0	0	157	3.2	9.3	100.6	12.663	1.068	0.135	0.0684		26.7	3.166	320.4	0.35	62.8	23.8	0	0	27.59	54.2	60.7	36.2	0	8.1
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	8.516	1993	0.529091851	0.226307113	-0.008	21.11	24.38	17.38	31.59	9.3	25	8	0.038	4.448	0.721	0.235	0.016	0.007	0.01	0.005	5	0.909	3.499	3.437	16.39	0	0	0.089	35.47	39900.9	6.06	0.015	4.98	-0.001	1710.4	43.8	26162.1	8.72	100.9	93	43.7	32	0.21	75.2	5.51	0	8.0934	15.8	13.56	20.12		27.84	19.25	0	0	1	3	1	1	0	0	149	4.3	0.5	99.1	13.527	0.83	0.112	0.0849	0.1003	28.3	3.323	281.5	0.24	59.9	27.2	0	0	23.46	60.5	65.1	43.1	0	9.9
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	8.599	1994	0.529091851	0.226307113	0.006	21.82	25.64	17.38	33.19	8.47	25	5	0.042	4.893	0.63	0.23	0.018	0.009	0.011	0.005	10.27	1.787	3.944	2.345	18.43	0	0	0.099	37.38	42049.5	12.34	0.029	9	-0.003	1879.9	31.6	26070.5	17.1	103.5	91.7	44.9	29.1	0.22	85.1	12.38	1.29	8.1009	6.9		21.76	41	30.32	17.08	0	0	1	1	0	0	1	0	142	0	8.3	98.9	13.403	0.643	0.086	0.0732		25	2.907	280.9	0.55	55.9	23.7	0	0	18.81	56.4	54.2	38.3	0	13.4
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	8.681	1995	0.529091851	0.226307113	0.038	21.61	25.38	17.55	31.89	12.86	23	16	0.043	5.047	0.684	0.226	0.02	0.009	0.012	0.003	12.09	2.205	3.187	2.795	21.74	0	0	0.086	34.52	38832.2	7.57	0.019	5.94	-0.0014	1975	34.1	25979.4	9.12	95.8	82.8	42.4	32.5	0.235	72	13.1	1.5	8.0934	15.1	12.16			23.61	9.92	1	0	2	3	1	0	0	0		0		94.9	13.776	0.55	0.076	0.0813	0.1293	21.3	2.454	335.1	0.76	48.4	32.8	0	0	21.07	48.3	52	47.3	0	7.7
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	8.764	1996	0.529091851	0.226307113	0.068	22.1	25.08	18.52	29.3	14.3	22	13	0.045	5.16	0.759	0.213	0.022	0.009	0.011	0.004	11.92	1.876	2.382	3.954	16.96	0	0	0.082	35.99	40485.9	8.61	0.021	10.03	0.0013	1802	38.9	25889.1	18.92	101	90.8	36.8	22.1	0.229	79.2	20.14	-0.18	8.0931	17.2	16.89	26.22	39.4	21.22	18.54	1	0	1	4	1	0	0	1	147	3.7	0	99.6	14.482	1.244	0.18	0.0869	0.135	29.4	3.355	312.8	0.81	58.5	32.5	0	0	15.6	61.5	55.2	54.3	0	1.3
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	8.847	1997	0.529091851	0.226307113	0.147	22.49	26.34	18.76	35.04	13.98	26	5	0.045	5.107	0.771	0.211	0.02	0.007	0.014	0.004	14.11	2.427	3.83	2.112	20.89	0	0	0.089	24.84	27943	11.63	0.042	5.41	-0.0055	1604.2	42.9	25799.3	11.99	95.3	91.1	42.7	33.3	0.214	81.5	17.89	2.57	8.0875	17	12.04	16.71	21	20.98	11.74	0	0	0	2	0	0	2	2	131	2.2	10	98.9	15.805	0.275	0.043	0.0991	0.0671	26.7	3.018	296.5	0.57	56.3	22.3	0	0	29.08	56.5	50.2	42.6	0	4.3
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	8.929	1998	0.529091851	0.226307113	0.071	20.29	24.12	16.13	30.51	10.44	28	6	0.044	4.943	0.693	0.218	0.02	0.007	0.012	0.006	13.09	1.36	4.182	2.806	18.09	0	0	0.101	32.19	36211.2	5.79	0.016	11.75	0.0053	1914.8	38.4	25710.2	12.12	99.8	92.7	40.9	20.4	0.221	81.2	19.15	-0.85	8.0834	5.9	13.45	22.35	29.7	22.41	11.95	1	0	3	1	0	0	0	0	135	10.1	7.6	96.1	16.498	0.996	0.164	0.0975	0.1013	36.5	4.088	360.9	0.53	51	30.5	0	0	20.45	62.1	62.4	49.9	0	13.1
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	9.012	1999	0.529091851	0.226307113	0.069	20.93	24.41	17.84	32.95	12.82	25	10	0.044	4.926	0.644	0.263	0.019	0.008	0.011	0.006	14.04	1.304	3.33	3.795	19.85	0	0	0.085	39.14	44029.4	5.89	0.013	9.93	0.0036	1865.2	34.9	25621.6	18.11		91.4	45.3	45.2	0.196	90.5	30.45	1.07	8.0817	16.6	16.95	27.82	41.4	31.27	15.98	0	0	0	3	0	0	1	0	144	3.5	6.6	100.9	18.804	0.963	0.181	0.1072	0.1269	29.3	3.251	282.1	0.49	54.4	25.4	0	0	24.53	68.4	55.4	45.4	0	11.3
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	9.095	2000	0.529091851	0.226307113	0.045	21.61	24.87	18.67	33.8	12.54	26	10	0.046	5.076	0.674	0.233	0.022	0.007	0.014	0.003	18.42	1.698	3.707	3.132	22.88	0	0	0.085	35.28	39687.2	10.64	0.027	8.03	-0.0023	1903.1	36.5	25533.7	11.59	102.1	92.7	42.6	17.3	0.224	85	30.44	1.13	8.0846	19.1	15.87	23.2	42.8	28.94	14.36	0	0	2	1	0	1	0	2	160	3.8	9.9	97.5	19.094	0.41	0.078	0.1102	0.0812	34.3	3.771	275	1.19	58	30.8	0	0	19.61	62	58.5	49.7	0	8.3
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	9.177	2001	0.529091851	0.226307113	0.085	21.17	24.95	17.85	31.45	11.43	27	9	0.052	5.795	0.638	0.195	0.024	0.009	0.013	0.006	19.56	1.501	3.916	3.191	19.06	0	0	0.093	37.31	41970.8	10.75	0.026	5.09	-0.005	1843.2	44.5	25446.4	11.19	103.1	102.9	44.5	26.3	0.201	101.2	29.6	0.29	8.0811	13.3	14.26	25.71	24.5	16.69	6.73	0	0	0	2	2	0	0	0	141	3.6	5.8	99.3	19.42	0.007	0.001	0.1188	0.0743	27.3	2.975	337.2	0.49	55.2	33.7	0	0	20.78	57.2	55.4	49.8	0	15.1
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	9.26	2002	0.529091851	0.226307113	0.173	21.25	25.03	17.24	32.46	8.81	25	6	0.045	4.962	0.763	0.232	0.021	0.009	0.012	0.003	20.46	2.335	4.249	2.125	18.94	0	0	0.09	35.6	40047.2	10.35	0.026	6.45	-0.0035	1915.7	35.9	25359.7	8.36	101.6	94.2	37.6	32.6	0.257	90.3	37.52	4.77	8.0842	12.2	18.23	31.27	40.6	25.36	18.01	0	0	0	1	1	0	1	1	132	0	19.9	96.6	20.333	0.287	0.058	0.1156	0.0954	30.8	3.326	271.7	0.57	56.1	39.3	0	0	25.88	54.2	66	53.2	0	12.9
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	9.343	2003	0.529091851	0.226307113	0.114	23.44	27.06	20.64	32.12	13.42	29	14	0.052	5.666	0.818	0.234	0.022	0.007	0.014	0.009	22.65	2.231	3.371	3.198	20.55	0	0.001	0.085	39.84	44816.8	8.98	0.02	4.19	-0.0043	1810.5	23.6	25273.5	8.32	95	98.1	47.5	25.8	0.233	101.1	42.51	4.32	8.079	18	13.25	18.52	35.1	28.89	11.02	0	0	1	1	0	0	0	0	150	4.6	19.7	94.3	18.818	0.909	0.171	0.0886	0.0362	38.8	4.153	350.6	0.61	48.8	34.4	0	0	22.51	45.9	54.4	48.7	0.0031	5.2
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	9.426	2004	0.529091851	0.226307113	0.222	21.68	25.37	18.06	33.23	12.8	27	8	0.057	6.161	0.721	0.244	0.026	0.012	0.015	0.004	24.1	2.508	3.725	2.634	21.12	0	0.001	0.085	34.18	38449.8	8.55	0.022	5.02	-0.0031	1860.2	36.5	25188	20.49	98	100.5	42.7	19.1	0.269	100.3	46.97	5.56	8.079	26	14.13	22.26	37.6	19.41	21.92	1	0	1	1	1	0	2	0	133	0	26.3	98.6	20.662	0.895	0.185	0.1148	0.114	29	3.077	319.5	0.59	50.8	37	0	0	27.63	52.9	55.6	52.7	0.0031	11
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	9.508	2005	0.529091851	0.226307113	0.243	21.5	24.92	17.03	29.57	8.3	25	1	0.058	6.243	0.692	0.218	0.028	0.011	0.015	0.003	21	1.757	4.692	2.465	20.5	0	0.003	0.088	31.72	35682.5	11.61	0.033	7.86	-0.0033	1882.6	41.3	25103	17.16	93.5	95.6	49.2	31.3	0.212	102.4	48.52	6.36	8.0764	19.2	9.66	15.99	26.5	21.34	12.89	0	0	3	1	0	1	1	1	146	4.2	28.6	94.4	24.067	0.616	0.148	0.145	0.1795	31.5	3.313	310	0.96	60.3	31.3	0	0	21.78	53.7	59.6	51.7	0.0107	9.7
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	9.591	2006	0.529091851	0.226307113	0.251	20.98	24.97	17.53	32.06	11.26	29	7	0.06	6.348	0.743	0.267	0.028	0.01	0.015	0.007	23.04	2.628	3.844	2.531	19.34	0	0.005	0.097	27.32	30732.8	10.72	0.035	6.23	-0.004	1758.8	48.1	25018.6	8.42	99.8	93.5	28.8	34.1	0.193	94.4	58.59	6.67	8.0733	25.8	12.47	18.4	21.9	26.2	11.37	0	0	1	2	0	0	1	0	139	5	28.5	92.6	23.508	0.552	0.13	0.1543	0.1295	25.2	2.627	380.2	0.53	62.3	27.2	0	0	22.61	54.9	55.9	47.7	0.0115	12.1
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	9.674	2007	0.529091851	0.226307113	0.233	22.15	25.84	18.14	33.12	12.05	31	3	0.059	6.23	0.757	0.237	0.024	0.014	0.015	0.007	23.91	1.455	3.8	3.87	25.12	0.002	0.007		34.8	39147.2	9.52	0.024	6.25	-0.0029	1674.1	33.6	24934.8	20.18	98.9	100.2	46.1	24	0.27	102.1	53.69	6.79	8.0724	32.2	12.38	19.58	30.2	34.09	11.84	0	0	1	1	0	1	0	3	154	5.4	23.6	99.2	24.103	0.675	0.163	0.129	0.0825	42.7	4.414	339.6	0.81	52.2	53.6	0	0	26.32	46.8	47	67.4	0.0149	21.8
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	9.756	2008	0.529091851	0.226307113	0.332	19.86	22.94	16.8	31.47	12.45	29	7	0.061	6.376	0.69	0.23	0.03	0.013	0.014	0.004	24.12	2.54	3.784	2.828	25.39	0.004	0.008	0.092	38.68	43511.9	8.84	0.02	5.38	-0.0031	2024.3	43	24851.5	14.99	103.6	103	46.2	23.1	0.252	106.8	61.16	7.7	8.0754	22.6	10.56	16.35	27.9	17.74	9.38	0	0	0	2	1	1	2	0	150	9.7	29.1	89.9	22.128	0.42	0.093	0.133	0.1951	32.8	3.362	283.2	0.72	55.6	42.6	0	0	25.03	59.9	60.3	51.8	0.0215	23.7
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	9.839	2009	0.529091851	0.226307113	0.31	22.23	26.39	19.05	31.93	10.97	27	7	0.062	6.496	0.805	0.207	0.028	0.012	0.016	0.006	23.06	2.317	2.969	4.001	24.73	0.006	0.014	0.09	33.41	37583.6	10	0.027	9.76	-0.0002	1902	43.3	24768.8	8.94	96.8	94.6	35.2	27.2	0.228	94.1	61.7	9.41	8.072	25.2	13.3	20.43	40.6	26.65	10.46	0	0	0	2	0	0	0	0	129	0	34.9	99.7	22.755	0.777	0.177	0.1409	0.076	28.2	2.866	248.6	0.38	63	50.2	0	0	24.03	58.7	56.3	59.1	0.0113	11.4
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	9.922	2010	0.529091851	0.226307113	0.384	22.81	26.44	18.26	34.08	12.76	33	1	0.06	6.217	0.872	0.247	0.029	0.012	0.015	0.003	5.69	1.623	3.604	4.134	23.32	0.01	0.015	0.111	33.96	38202.3	10.33	0.027	12.25	0.0017	1982.9	44.9	24686.6	13.81	103.7	98.5	40	31.4	0.241	103.3	65.31	11.99	8.0716	23	15.2	27.21	28.6	26.4	13.57	0	0	2	1	0	0	2	2	150	7.1	51	93.4	25.486	0.926	0.236	0.1577	0.16	31	3.124	236.9	1.11	60.6	44.1	0	0	23.49	58.4	56.2	57.4	0.0303	26
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	10.004	2011	0.529091851	0.226307113	0.43	22.83	26.88	19.1	34.92	14.47	31	4	0.064	6.605	0.715	0.223	0.029	0.013	0.019	0.003	16.2	1.669	4.402	3.281	25.29	0.015	0.016	0.097	37.34	42004.5	8.57	0.02	11.36	0.0025	1822.1	39.7	24605	9.28	99.6	102.8	35.9	36.2	0.283	104.2	70.86	10.42	8.0621	17.2	17.84	29.47	43.8	29.37	6.8	0	0	0	1	0	0	1	2	142	0	37.7	91.8	26.247	1.391	0.365	0.1517	0.0702	30	2.999	349.9	0.7	50.6	47.9	0	0	21.8	51.9	53.2	55.9	0.0518	18.3
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	10.087	2012	0.529091851	0.226307113	0.387	22.61	26.13	17.83	33.83	13.54	36	1	0.064	6.514	0.711	0.24	0.03	0.012	0.014	0.008	14.34	1.804	4.2	3.381	27.73	0.018	0.027		33.73	37943.6	6.38	0.017	10.17	0.0034	1866.9	50.5	24523.9	10.96	95.4	104.3	47.2	26.4	0.216	118.2	76.74	10.25	8.0675	27.1	9.74	14.27	22.6	27.78	22.12	0	0	3	2	0	0	0	1	150	3	38.2	92	23.388	1.17	0.274	0.1528	0.166	41.2	4.084	259	0.92	63	42.2	0	0	26.58	54.5	60.5	44.5	0.0345	18.7
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	10.17	2013	0.529091851	0.226307113	0.377	21.66	25.69	17.46	34.24	9.17	29	2	0.066	6.669	0.807	0.262	0.029	0.014	0.016	0.007	22.83	1.694		3.336	23.94	0.024	0.02	0.128	35.55	39990.9	10.77	0.027	8.24	-0.0022	1709.6	40.9	24443.3	16.67	99.2	94.3	37.9	31	0.312	98.2	75.92	9.01	8.0659	33.4	12.37	19.45	20.2	24.87	10.77	0	0	3	2	2	1	0	0	146	12.5	30.6	85.5	25.052	0.42	0.105	0.1512	0.3128	31.5	3.097	315	0.71	60.3	39	0	0	25.51	54.7	50.2	53.3	0.03	16.2
Honduras	HND	HN	North America	Central America		-86.24	112492	10.6	36	10.252	2014	0.529091851	0.226307113	0.406	22.82	26.21	19.89	30.47	11.39	31	0	0.056	5.628	0.855	0.21	0.023	0.011	0.015	0.007	25.65	1.978	4.915	2.458	30.17	0.039	0.028	0.097	38.41	43208.2	8.1	0.019	5.02	-0.0027	1825.7	46.4	24363.3	20.09	98.5	90.6	38.3	35.8	0.234	94.9	85.38	10.53	8.0589	33.9	13.92	21.86	30.3	28.99	13.48	0	0	0	4	0	0	1	0	145	4.6	35.9	97.2	30.943	0.022	0.007	0.2021	0.192	47.3	4.614	325.9	0.8	61.4	46.6	0	0	21.12	55.5	56.2	52.5	0.0582	20
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	10.335	2015	0.529091851	0.226307113	0.649	22.15	25.9	20.04	32.43	12.76	32	0	0.061	6.081	0.809	0.227	0.029	0.013	0.014	0.005	33.73	2.741	3.632	2.882	27.06	0.041	0.032	0.103	36.82	41419.6	7.04	0.017	9.71	0.0024	1840.1	56.4	24283.8	17.51	93.3	91.9	41.2	37.8	0.247	94.6	86.63	17.25	8.0642	34.9	12.21	18.41	23	30.96	17.18	0	0	0	5	1	0	1	0	163	13.2	57.1	84.1	27.9	0.942	0.263	0.2006	0.2856	36.6	3.541	308.6	1.17	65.7	47.8	0	24.78	20.79	57.5	60.7	47.7	0.0669	19.3
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	10.418	2016	0.529091851	0.226307113	0.647	21.44	25.11	17.37	32.86	13.24	35	0	0.059	5.896	0.723	0.275	0.026	0.01	0.017	0.005	29.15	1.993	3.287	4.253	29.26	0.034	0.05	0.114	34.98	39349.7	7.12	0.018	6.14	-0.0009	1845.4	42.4	24204.8	16.79	97.4	100.9	35.3	26.8	0.267	110.3	90.19	17.78	8.0658	38.4	11.3	18.51	20.3	26.79	11.32	0	0	3	2	2	0	2	2	138	4.5	62.4	89.2	29.296	1.129	0.331	0.1748	0.3102	50.3	4.828	321.9	0.65	61.3	52.9	0	0	23.82	62	69.6	66.3	0.0667	20.2
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	10.5	2017	0.529091851	0.226307113	0.627	22.17	25.56	17.97	29.81	13.12	35	3	0.058	5.712	0.674	0.266	0.024	0.012	0.015	0.006	34.3	1.425	3.473	4.86	28.32	0.046	0.038	0.114	36.56	41127.1	7.84	0.019	10.69	0.0025	1771.1	54.5	24126.3	12.4	95.3	107.9	29.7	27.3	0.217	111.1	93.71	18.06	8.0629	37.8	8.83	16.09	23.7	28.01	14.51	0	0	3	2	0	0	0	3	144	3.6	58.1	93	29.642	1.114	0.33	0.202	0.1404	40.8	3.886	336.4	0.62	63.2	38.4	1	0	22.3	53.3	54.4	53.6	0.079	23.2
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	10.583	2018	0.529091851	0.226307113	0.683	21.12	24.38	17.12	31.77	8.62	38	4	0.06	5.832	0.806	0.291	0.031	0.012	0.014	0.003	36.18	1.501	4.278	3.907	32.41	0.047	0.044	0.108	35.18	39574.7	6.95	0.018	9.94	0.0027	1635.2	55.5	24048.3	17.59	92.3	85.8	37	29.5	0.265	90.6	97.97	19.23	8.0517	37.1	10.82	16.03	26.1	24	12.57	0	0	3	5	0	0	1	5	156	15.1	62.7	82.2	29.437	0.794	0.234	0.2152	0.3144	49.7	4.696	281.5	1.32	58.9	57.2	0	0	27.23	50	63.9	69.2	0.0998	23.8
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	10.666	2019	0.529091851	0.226307113	0.641	22.27	25.31	18.55	31.43	11.06	40	9	0.062	6.025	0.829	0.286	0.03	0.011	0.016	0.005	36.5	1.175	5.981	2.543	28.31	0.051	0.045	0.115	30.3	34085.1	8.98	0.026	11.58	0.0023	1580.9	47.5	23970.9	8.28	93.7	102.5	43.3	29.2	0.293	112.2	105.16	18.42	8.0504	39	11.51	18.38	31.3	24.18	3.62	0	0	0	1	0	1	0	3	133	9.8	63.7	88.1	28.259	1.642	0.464	0.1787	0.1069	35.3	3.31	343.3	0.5	60.6	52.7	0	38.58	29.21	50.3	54.7	51.6	0.0498	25.7
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	10.748	2020	0.529091851	0.226307113	0.547	22.29	25.45	18.42	33.68	13.65	35	0	0.06	5.81	0.789	0.249	0.027	0.012	0.016	0.005	40.05	1.406	4.855	3.476	30.72	0.073	0.043	0.104	30.09	33848.8	7.31	0.022	10.27	0.0026	1994.9	42.7	23893.9	9.84	98	100.2	39.5	34	0.286	111.9	104.11	14.42	8.0474	47.2	12.42	21.77	25.2	22.93	11.67	0	1	0	4	0	1	3	4	156	9.4	52.6	86.6	30.913	0.879	0.272	0.1851	0.2105	34.6	3.219	225.5	1.31	56.4	54.8	0	0	24.84	50.2	48.4	71.4	0.1898	22.6
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	10.831	2021	0.529091851	0.226307113	0.57	23.05	27.01	19.7	32.89	14.16	39	0	0.056	5.353	0.743	0.277	0.024	0.01	0.015	0.008	43.34	2.143	3.794	3.504	31.34	0.07	0.058	0.12	42.98	48349.1	6.86	0.014	8.86	0.0018	1767.5	53.1	23817.4	15.85	90.7	98.1	44.5	34.4	0.253	108.6	108.06	16.93	8.0456	39.7	11.22	14.46	22.4	20.54	12.73	0	0	1	2	1	0	0	0	160	7.6	60.6	86.2	35.675	0.806	0.288	0.2417	0.1282	59.7	5.512	338.8	0.61	59.3	56.7	1	35.91	21.32	65.2	55.8	77.7	0.1242	21.1
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	10.914	2022	0.529091851	0.226307113	0.556	22.79	27.18	19.57	34	12.51	34	0	0.065	6.203	0.911	0.27	0.032	0.009	0.018	0.006	45.89	1.205	5.169	3.511	31.74	0.092	0.061	0.148	33.99	38236	10.66	0.028	4.14	-0.0058	1773.7	44.9	23741.4	14.62	96	105.1	48.8	34.5	0.275	118.4	116.39	16.18	8.047	44.1	8.23	14.25	11.7	34.37	17.94	0	0	2	3	0	1	1	1	157	8.1	56.4	90.9	33.073	1.226	0.405	0.2032	0.2597	48.6	4.453	308.2	0.76	54.1	55.5	1	0	23.73	55.9	67.9	68.2	0.1118	24.3
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	10.996	2023	0.529091851	0.226307113	0.678	22.52	26.21	19.94	31.5	13.95	33	0	0.06	5.686	0.936	0.303	0.026	0.011	0.014	0.009	45.15	2.176	4.903	2.167	33.68	0.078	0.062	0.128	36.68	41262.1	7.82	0.019	5.95	-0.0017	1618.5	60.1	23665.9	9.51	97.7	91.3	29.2	39	0.264	96.1	122.29	20.26	8.0474	43	12.97	20.66	26.6	27.52	11.12	0		1	4	3	1	0	4	117	0.3	64.3	92.3	35.083	1.338	0.469	0.262	0.3735	37.9	3.447	261.6	1.55	65.3	60.6	0	0	21.58	52	51.6	63	0.0903	21.9
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	11.079	2024	0.529091851	0.226307113	0.746	21.65	24.84	18.96	33.56	13.62	37	1	0.063	5.889	0.807	0.296	0.031	0.012	0.013	0.007	48.84	1.502	4.343	3.969	34.89	0.117	0.098	0.106	34.45	38753.5	8.86	0.023	11.7	0.0025	1851.8	39.8	23590.9	11.58	99.1	109.1	47.5	27.5	0.27	131.2	128.21	20.35	8.0435	48.5	16.87	25.08	38	36.41	15.47	0	0	3	4	2	0	0	0	158	16.6	70.2	81.4	33.418	1.492	0.499	0.1934	0.5472	54.2	4.892	397.8	1.42	54.5	52.5	0	0	17.55	62.7	58	62.1	0.1104	34.9
Honduras	HND	HN	North America	Central America	15.2	-86.24	112492	10.6	36	11.162	2025	0.529091851	0.226307113	0.688	22.48	25.53	18.14	30.21	10.66	39	4	0.061	5.693	0.899	0.284	0.03	0.011	0.017	0.003	48.02	1.467	4.742	3.591	33.79	0.109	0.085	0.141	37.64	42342	5.86	0.014	5.05	-0.0007	1795.1	52.9	23516.3	17.39	100.8	107.9	38.9	35	0.312	117.8	126.97	19.54	8.0332	45.5	7.4	12.42	16.5	23.33	17.78	0	1	0	0	0	0	1	1	158	10	70.4	92.1	35.546	0.548	0.195	0.2383	0.0981	57	5.107	211	0.66	61	53.4	0	0	21.2	58.5	64.7	49.3	0.158	21.5
Hungary	HUN	HU	Europe	Eastern Europe	47.16	19.5	93028	9.6	220	7.488	1990	0.753596101	0.599657287	0.181	8.76	18.73	-0.14	26.03	-5.66	13	82	0.13	17.415	0.659	0.191	0.06	0.027	0.037	0.006	0.63	7.091	11.847	7.549	31.24	0	0	0.22	25.94	24131.5	10.92	0.045	1.57	-0.0101	1114	28.9	17488.5	24.87	105	87.9	45.1	36.1	0.224	70.8	0	6.02	8.1042	5.3	36.14	53.75		43.18	25.82	0	0	1	1	0	0	2	0	141	2.3		93.9	65.627	0.868	0.57	0.3535		10.5	1.402	520.7	0.35	41.6	19	0	0	15.81	39.6	45.1	31.2	0	7.1
